"Notes"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"May, 2018"	"2018/05"	"Pneumonia (J12-J18)"	"GR113-078"	3435	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	17	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	13	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	4	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13218	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	29	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Emphysema (J43)"	"GR113-084"	656	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Asthma (J45-J46)"	"GR113-085"	282	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	12251	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	44	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1504	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3606	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Peptic ulcer (K25-K28)"	"GR113-090"	316	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Diseases of appendix (K35-K38)"	"GR113-091"	35	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Hernia (K40-K46)"	"GR113-092"	194	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	3451	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Alcoholic liver disease (K70)"	"GR113-094"	1846	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	1605	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	293	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	4081	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	51	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	22	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Renal failure (N17-N19)"	"GR113-100"	4007	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Other disorders of kidney (N25,N27)"	"GR113-101"	1	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	64	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Hyperplasia of prostate (N40)"	"GR113-103"	40	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	17	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	70	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	2	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	68	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	902	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	781	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2508	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"All other diseases (Residual) "	"GR113-111"	26965	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	14025	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	3694	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	3443	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	100	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	151	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	10331	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Falls (W00-W19)"	"GR113-118"	2976	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	43	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	390	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	171	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	5308	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	1443	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	4190	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	2123	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	2067	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	1559	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	1156	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	403	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	51	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	475	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	37	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	438	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	364	Not Applicable	Not Applicable
	"May, 2018"	"2018/05"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	466	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Salmonella infections (A01-A02)"	"GR113-001"	6	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	609	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Tuberculosis (A16-A19)"	"GR113-004"	35	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Respiratory tuberculosis (A16)"	"GR113-005"	24	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other tuberculosis (A17-A19)"	"GR113-006"	11	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Meningococcal infection (A39)"	"GR113-009"	1	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Septicemia (A40-A41)"	"GR113-010"	2933	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Viral hepatitis (B15-B19)"	"GR113-015"	387	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	443	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	574	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	48344	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	849	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1233	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	914	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	4279	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2279	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	3639	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	299	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	11518	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant melanoma of skin (C43)"	"GR113-028"	647	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3500	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	349	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	911	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1090	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	2511	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1137	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1368	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1367	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	4599	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Hodgkin disease (C81)"	"GR113-038"	97	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1554	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Leukemia (C91-C95)"	"GR113-040"	1891	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1050	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	7	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	5855	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1196	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Anemias (D50-D64)"	"GR113-045"	404	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	6481	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	780	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Malnutrition (E40-E46)"	"GR113-048"	751	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	29	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Meningitis (G00,G03)"	"GR113-050"	41	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Parkinson disease (G20-G21)"	"GR113-051"	2475	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Alzheimer disease (G30)"	"GR113-052"	8906	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	66519	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	50456	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	260	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Hypertensive heart disease (I11)"	"GR113-056"	4158	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	683	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	27878	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	8247	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	323	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	19308	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	5086	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	14222	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other heart diseases (I26-I51)"	"GR113-064"	17477	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Acute and subacute endocarditis (I33)"	"GR113-065"	130	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	89	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Heart failure (I50)"	"GR113-067"	6541	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	10717	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	2732	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	11445	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Atherosclerosis (I70)"	"GR113-071"	343	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	1543	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	739	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	804	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	352	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	3252	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Influenza (J09-J11)"	"GR113-077"	21	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Pneumonia (J12-J18)"	"GR113-078"	3231	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	21	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	16	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	5	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12206	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	29	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Emphysema (J43)"	"GR113-084"	597	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Asthma (J45-J46)"	"GR113-085"	224	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	11356	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	60	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1416	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3327	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Peptic ulcer (K25-K28)"	"GR113-090"	241	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Diseases of appendix (K35-K38)"	"GR113-091"	38	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Hernia (K40-K46)"	"GR113-092"	184	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	3389	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Alcoholic liver disease (K70)"	"GR113-094"	1877	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	1512	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	337	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	3904	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	36	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	19	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Renal failure (N17-N19)"	"GR113-100"	3847	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other disorders of kidney (N25,N27)"	"GR113-101"	2	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	61	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Hyperplasia of prostate (N40)"	"GR113-103"	44	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	8	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	64	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	1	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	63	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	855	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	742	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2521	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"All other diseases (Residual) "	"GR113-111"	25746	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	14200	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	3783	Not Applicable	Not Applicable
	"Jun., 2018"	"2018/06"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	3514	Not Applicable	Not Applicable
