"Institution Name","City","State","movingAverage_cases","UGDS"
"","Buffalo, NY","Sewerage",0.815797622497112,8041.21
"","New York, NY","Sewerage",1.5590392967803,15617.31
"","Rochester, NY","Sewerage",0.914327570863599,9338.01
"","Syracuse, NY","Sewerage",3.66517805104577,7978.33
"","Yonkers, NY","Sewerage",1.96763146820479,10360.68
"","Akron, OH","Sewerage",7.97660720059607,5690.64
"","Cincinnati, OH","Sewerage",6.42128896607481,7433.71
"","Cleveland, OH","Sewerage",2.83920498762712,9149.04
"","Columbus, OH","Sewerage",4.16683608085499,6640.53
"","Dayton, OH","Sewerage",5.84026754317105,5923.53
"","Toledo, OH","Sewerage",5.7108083330699,5693.94
"","Oklahoma, OK","Sewerage",1.34212601402076,3703.08
"","Tulsa, OK","Sewerage",5.83930889354453,4291.09
"","Eugene, OR","Sewerage",3.65182496359734,5796.28
"","Portland, OR","Sewerage",5.45316466169635,6768.18
"","Salem, OR","Sewerage",5.78823796291045,4408.25
"","Philadelphia, PA","Sewerage",2.94840029775283,8342.49
"","Pittsburgh, PA","Sewerage",3.79960947326809,8347.7
"","Providence, RI","Sewerage",0.0914576510200849,5871.57
"","Warwick, RI","Sewerage",3.3945554578365,4889.3
"","Charleston, SC","Sewerage",1.47551213892256,4999.62
"","Columbia, SC","Sewerage",14.5173751658577,5953.9
"","Rapid City, SD","Sewerage",2.74665367573712,3448.56
"","Sioux Falls, SD","Sewerage",4.8306463470742,4216.62
"","Chattanooga, TN","Sewerage",3.27803824804956,11319.27
"","Knoxville, TN","Sewerage",6.2385991817606,8398.52
"","Memphis, TN","Sewerage",1.06818784823561,7538
"","Nashville, TN","Sewerage",3.75408702125945,7199.62
"","Arlington, TX","Sewerage",3.97784491440081,4647.24
"","Austin, TX","Sewerage",2.40699017039979,7647.31
"","Corpus Christi, TX","Sewerage",3.37847713785774,4789.14
"","Dallas, TX","Sewerage",3.51605268604648,6667.42
"","El Paso, TX","Sewerage",2.59264103830588,5122.19
"","Ft. Worth, TX","Sewerage",4.74703346620933,5177.76
"","Garland, TX","Sewerage",1.2879259477684,6409.53
"","Houston, TX","Sewerage",4.31306464765308,5898.59
"","Lubbock, TX","Sewerage",4.42678354168297,7027.45
"","San Antonio, TX","Sewerage",2.30621977051074,7062.64
"","Provo, UT","Sewerage",2.73624079421551,4775.53
"","Salt Lake City, UT","Sewerage",2.02944654486101,7204.92
"","Chesapeake, VA","Sewerage",5.34846132851148,4689.76
"","Norfolk, VA","Sewerage",4.32787688673095,6366.17
"","Richmond, VA","Sewerage",5.79225071390262,6898.7
"","Virginia Beach, VA","Sewerage",7.66639526495416,4740.82
"","Burlington, VT","Sewerage",2.13623517463423,7522.58
"","Rutland, VT","Sewerage",4.96087990841884,5704.23
"","Seattle, WA","Sewerage",5.12824278227887,9533.48
"","Spokane, WA","Sewerage",6.1973166221993,5738.29
"","Tacoma, WA","Sewerage",5.0791085934532,9765.69
"","Madison, WI","Sewerage",1.95465352803995,4832.57
"","Milwaukee, WI","Sewerage",4.73598706439582,6555.55
"","Charleston, WV","Sewerage",6.80621678127912,5954.85
"","Huntington, WV","Sewerage",8.5379195550759,4049.23
"","Casper, WY","Sewerage",2.71048304537769,6026.97
"","Cheyenne, WY","Sewerage",1.41575310789767,8714.09
"","Anchorage, AK","Waste Management",1.51247315245474,6103.91
"","Fairbanks, AK","Waste Management",3.55405462147069,5001.33
"","Birmingham, AL","Waste Management",0.0953089160967333,6683.53
"","Mobile, AL","Waste Management",0.999434201957875,4683.65
"","Montgomery, AL","Waste Management",1.46730314686935,5394.25
"","Ft. Smith, AR","Waste Management",3.83155083635867,4688.18
"","Little Rock, AR","Waste Management",1.98041323253453,5014.61
"","Mesa, AZ","Waste Management",1.7510988584652,4381.82
"","Phoenix, AZ","Waste Management",1.75464168847822,4733.73
"","Tucson, AZ","Waste Management",2.45991158880125,4037.95
"","Anaheim, CA","Waste Management",2.57992678586148,7400.21
"","Bakersfield, CA","Waste Management",2.75172844080862,6314.94
"","Fremont, CA","Waste Management",0.633777178132211,7471.08
"","Fresno, CA","Waste Management",1.01394431353453,7269.63
"","Huntington Beach, CA","Waste Management",1.73279868526675,5269.51
"","Long Beach, CA","Waste Management",1.76171485860018,9445.91
"","Los Angeles, CA","Waste Management",1.40969329874811,10031.26
"","Modesto, CA","Waste Management",0.73506502025221,7317.72
"","Oakland, CA","Waste Management",0.153457771015069,11566.7
"","Riverside, CA","Waste Management",1.18678824366056,8212.08
"","Sacramento, CA","Waste Management",1.86602329222367,7862.71
"","San Diego, CA","Waste Management",1.03339919363658,6857.95
"","San Francisco, CA","Waste Management",0.00846957096294535,17828.53
"","San Jose, CA","Waste Management",1.38747467136413,7856.72
"","Santa Ana, CA","Waste Management",1.75060624394371,6099.03
"","Stockton, CA","Waste Management",0.625586223968288,5938.43
"","Aurora, CO","Waste Management",0.0117581017113727,5272.96
"","Colorado Springs, CO","Waste Management",0.0383431851314081,5137.81
"","Denver, CO","Waste Management",0.182443568761126,9701.63
"","Bridgeport, CT","Waste Management",0.870679763088164,6257.18
"","Hartford, CT","Waste Management",0.637438325772377,8455.72
"","New Haven, CT","Waste Management",0.687234939299458,7995.81
"","Washington, DC","Waste Management",0.871316479819309,21251.75
"","Dover, DE","Waste Management",1.3977318296621,5685.64
"","Wilmington, DE","Waste Management",1.67259217626479,7757.42
"","Ft. Lauderdale, FL","Waste Management",1.44818251879723,7824.29
"","Hialeah, FL","Waste Management",2.95161740656535,6017.04
"","Jacksonville, FL","Waste Management",1.4899447292493,5791.49
"","Miami, FL","Waste Management",2.50404962619403,6772.23
"","Orlando, FL","Waste Management",2.30156571739384,7721.7
"","St. Petersburg, FL","Waste Management",4.56947697632357,5246.99
"","Tallahassee, FL","Waste Management",2.83130466772804,6306.28
"","Tampa, FL","Waste Management",3.53214926137819,7026.6
"","Atlanta, GA","Waste Management",1.05773884711188,8470.9
"","Columbus, GA","Waste Management",1.64023106672541,4085.4
"","Cedar Rapids, IA","Waste Management",4.23478135264305,4776.87
"","Des Moines, IA","Waste Management",1.82257273982979,5610.75
"","Boise, ID","Waste Management",5.69686109932255,3181.05
"","Nampa, ID","Waste Management",4.23937360178971,2413.8
"","Aurora, IL","Waste Management",0.0465122125985242,4772.94
"","Chicago, IL","Waste Management",0.665167095115681,9024.8
"","Ft. Wayne, IN","Waste Management",1.34244449204471,2847.79
"","Gary, IN","Waste Management",1.96934086022293,4097.31
"","Indianapolis, IN","Waste Management",0.888483943890563,5520.64
"","Kansas City, KS","Waste Management",0.6671306814451,7614.7
"","Topeka, KS","Waste Management",1.10101947796707,4782.84
"","Wichita, KS","Waste Management",0.182345110655056,4326.96
"","Lexington, KY","Waste Management",4.28810461696222,3627.71
"","Louisville, KY","Waste Management",1.07560481410053,4096.3
"","Baton Rouge, LA","Waste Management",2.25060124078872,4411.71
"","New Orleans, LA","Waste Management",1.97519190121259,5393.4
"","Shreveport, LA","Waste Management",2.03051846076329,5438.02
"","Boston, MA","Waste Management",1.25415265784385,7001.54
"","Springfield, MA","Waste Management",1.13748596982426,5639.63
"","Worcester, MA","Waste Management",0.598057527808606,5144.99
"","Baltimore, MD","Waste Management",8.038007960096,7341.62
"","Frederick, MD","Waste Management",1.77915625943513,7286.6
"","Lewiston, ME","Waste Management",2.13844246748753,4565.94
"","Portland, ME","Waste Management",1.68584509319972,5781.67
"","Detroit, MI","Waste Management",1.26949797584879,6926.36
"","Flint, MI","Waste Management",0.493269572396221,8697.07
"","Grand Rapids, MI","Waste Management",2.14405693101289,5030.65
"","Warren, MI","Waste Management",1.43673577884104,4514.4
"","Minneapolis, MN","Waste Management",1.42498881264916,8581.12
"","St. Paul, MN","Waste Management",0.916420845624385,7119
"","Kansas City, MO","Waste Management",0,6564.27
"","St. Louis, MO","Waste Management",0.800560456007388,6280.6
"","Gulfport, MS","Waste Management",0.934298440979955,10776
"","Jackson, MS","Waste Management",2.37718603242141,3647.59
"","Billings, MT","Waste Management",3.35783391492147,3880.18
"","Missoula, MT","Waste Management",0.072740592087784,3876.79
"","Charlotte, NC","Waste Management",1.16279354626921,8163.96
"","Durham, NC","Waste Management",1.86300747062896,3871.16
"","Greensboro, NC","Waste Management",2.61969223649196,4321.5
"","Raleigh, NC","Waste Management",1.96868986459051,4531.44
"","Bismarck, ND","Waste Management",2.10986657849314,5080.89
"","Fargo, ND","Waste Management",1.65394782285274,6022.56
"","Lincoln, NE","Waste Management",1.04538809854886,4207.05
"","Omaha, NE","Waste Management",0.768596179820471,6315.41
"","Manchester, NH","Waste Management",0.57121820297841,4210.3
"","Nashua, NH","Waste Management",1.55537254608363,3739.94
"","Albuquerque, NM","Waste Management",3.56122013651877,3750.4
"","Las Cruces, NM","Waste Management",4.59614716058648,3624.34
"","Las Vegas, NV","Waste Management",0.15736252459354,5534.99
"","Reno, NV","Waste Management",0.148426851375637,5113.63
"","Buffalo, NY","Waste Management",1.94224501039023,8041.21
"","New York, NY","Waste Management",1.29907135095609,15617.31
"","Rochester, NY","Waste Management",2.54786619418913,9338.01
"","Syracuse, NY","Waste Management",1.50181804964197,7978.33
"","Yonkers, NY","Waste Management",1.61804051471525,10360.68
"","Akron, OH","Waste Management",1.31935950965094,5690.64
"","Cincinnati, OH","Waste Management",0,7433.71
"","Cleveland, OH","Waste Management",0.690017750496227,9149.04
"","Columbus, OH","Waste Management",1.38497981335827,6640.53
"","Dayton, OH","Waste Management",0.617030723234288,5923.53
"","Toledo, OH","Waste Management",0.425540135652993,5693.94
"","Oklahoma, OK","Waste Management",1.91516251336725,3703.08
"","Tulsa, OK","Waste Management",1.35443442109114,4291.09
"","Eugene, OR","Waste Management",1.07396468079527,5796.28
"","Portland, OR","Waste Management",0.596910838659728,6768.18
"","Salem, OR","Waste Management",1.21295298587875,4408.25
"","Philadelphia, PA","Waste Management",1.17291120516776,8342.49
"","Pittsburgh, PA","Waste Management",0.686177030798903,8347.7
"","Providence, RI","Waste Management",1.01216540039546,5871.57
"","Warwick, RI","Waste Management",0.542204405538625,4889.3
"","Charleston, SC","Waste Management",2.5171913065393,4999.62
"","Columbia, SC","Waste Management",2.72191336770856,5953.9
"","Rapid City, SD","Waste Management",2.97979446493609,3448.56
"","Sioux Falls, SD","Waste Management",1.0238057970602,4216.62
"","Chattanooga, TN","Waste Management",0.957305550622964,11319.27
"","Knoxville, TN","Waste Management",0.674047332148998,8398.52
"","Memphis, TN","Waste Management",1.44613955956487,7538
"","Nashville, TN","Waste Management",0.517249521502524,7199.62
"","Arlington, TX","Waste Management",0.0249610521513845,4647.24
"","Austin, TX","Waste Management",1.61547001494643,7647.31
"","Corpus Christi, TX","Waste Management",1.97613767816351,4789.14
"","Dallas, TX","Waste Management",0.931544735444895,6667.42
"","El Paso, TX","Waste Management",1.54191859341415,5122.19
"","Ft. Worth, TX","Waste Management",1.19549766694478,5177.76
"","Garland, TX","Waste Management",0.928929266264453,6409.53
"","Houston, TX","Waste Management",0.461296682766559,5898.59
"","Lubbock, TX","Waste Management",0.777095532518908,7027.45
"","San Antonio, TX","Waste Management",1.16004780082236,7062.64
"","Provo, UT","Waste Management",0.513032061362823,4775.53
"","Salt Lake City, UT","Waste Management",0.313674544616734,7204.92
"","Chesapeake, VA","Waste Management",1.26275118556173,4689.76
"","Norfolk, VA","Waste Management",1.66819296374429,6366.17
"","Richmond, VA","Waste Management",3.13305405366228,6898.7
"","Virginia Beach, VA","Waste Management",2.37258533333896,4740.82
"","Burlington, VT","Waste Management",0.932127009616382,7522.58
"","Rutland, VT","Waste Management",0.983130063128591,5704.23
"","Seattle, WA","Waste Management",3.06173611315071,9533.48
"","Spokane, WA","Waste Management",6.03908132910675,5738.29
"","Tacoma, WA","Waste Management",2.6404688250395,9765.69
"","Madison, WI","Waste Management",1.61549651634637,4832.57
"","Milwaukee, WI","Waste Management",0.937831303246867,6555.55
"","Charleston, WV","Waste Management",1.80122085358993,5954.85
"","Huntington, WV","Waste Management",1.87245476300432,4049.23
"","Casper, WY","Waste Management",3.78316135636978,6026.97
"","Cheyenne, WY","Waste Management",3.73051001309374,8714.09
"","Anchorage, AK","Government Administration",2.45449228445374,6103.91
"","Fairbanks, AK","Government Administration",4.40982698602172,5001.33
"","Birmingham, AL","Government Administration",7.42257459755548,6683.53
"","Mobile, AL","Government Administration",5.74167582974817,4683.65
"","Montgomery, AL","Government Administration",3.33280808268063,5394.25
"","Ft. Smith, AR","Government Administration",3.88636955065718,4688.18
"","Little Rock, AR","Government Administration",3.71973094617528,5014.61
"","Mesa, AZ","Government Administration",7.3291463364538,4381.82
"","Phoenix, AZ","Government Administration",3.83693197541896,4733.73
"","Tucson, AZ","Government Administration",8.17642615683701,4037.95
"","Anaheim, CA","Government Administration",3.09423651490971,7400.21
"","Bakersfield, CA","Government Administration",3.90930080095773,6314.94
"","Fremont, CA","Government Administration",4.4699026111352,7471.08
"","Fresno, CA","Government Administration",2.17370072479617,7269.63
"","Huntington Beach, CA","Government Administration",5.51018975198833,5269.51
"","Long Beach, CA","Government Administration",2.80481181802494,9445.91
"","Los Angeles, CA","Government Administration",2.69098797160078,10031.26
"","Modesto, CA","Government Administration",2.78297065206102,7317.72
"","Oakland, CA","Government Administration",4.81580744724079,11566.7
"","Riverside, CA","Government Administration",4.04976571100135,8212.08
"","Sacramento, CA","Government Administration",4.77926821668356,7862.71
"","San Diego, CA","Government Administration",4.79035280222224,6857.95
"","San Francisco, CA","Government Administration",3.44795673002766,17828.53
"","San Jose, CA","Government Administration",4.48253215082121,7856.72
"","Santa Ana, CA","Government Administration",3.42037996205954,6099.03
"","Stockton, CA","Government Administration",4.03978829421244,5938.43
"","Aurora, CO","Government Administration",4.91299004733584,5272.96
"","Colorado Springs, CO","Government Administration",4.04199454631448,5137.81
"","Denver, CO","Government Administration",4.8005335185943,9701.63
"","Bridgeport, CT","Government Administration",1.8105600286391,6257.18
"","Hartford, CT","Government Administration",2.95042882214643,8455.72
"","New Haven, CT","Government Administration",2.45653661105004,7995.81
"","Washington, DC","Government Administration",5.28234145423318,21251.75
"","Dover, DE","Government Administration",3.35810920142675,5685.64
"","Wilmington, DE","Government Administration",7.18937481791627,7757.42
"","Ft. Lauderdale, FL","Government Administration",3.51622958760475,7824.29
"","Hialeah, FL","Government Administration",2.59213832715089,6017.04
"","Jacksonville, FL","Government Administration",2.94069401829236,5791.49
"","Miami, FL","Government Administration",4.98993684502741,6772.23
"","Orlando, FL","Government Administration",6.29576388619086,7721.7
"","St. Petersburg, FL","Government Administration",4.63942183995014,5246.99
"","Tallahassee, FL","Government Administration",4.34963242989528,6306.28
"","Tampa, FL","Government Administration",5.05550337289728,7026.6
"","Atlanta, GA","Government Administration",5.18008712179343,8470.9
"","Columbus, GA","Government Administration",5.35345376217751,4085.4
"","Cedar Rapids, IA","Government Administration",3.68693307542387,4776.87
"","Des Moines, IA","Government Administration",3.49418526934902,5610.75
"","Boise, ID","Government Administration",7.86721365586834,3181.05
"","Nampa, ID","Government Administration",10.1611566824095,2413.8
